epoch,time,loss,accuracy,val_loss,val_accuracy
0,84.35433101654053,2.2966842651367188,0.18490000069141388,2.4138612747192383,0.1265999972820282
1,84.31895136833191,1.9464192390441895,0.2808400094509125,2.692655563354492,0.1459999978542328
2,84.28137302398682,1.807065725326538,0.3236199915409088,2.639575481414795,0.15970000624656677
3,84.4181318283081,1.723822832107544,0.3536800146102905,2.3439950942993164,0.2020999938249588
4,84.60567092895508,1.670578956604004,0.3755199909210205,2.3050122261047363,0.2345000058412552
5,343.71754264831543,1.6487597227096558,0.38383999466896057,1.7941460609436035,0.3425000011920929
6,413.074889421463,1.6497666835784912,0.3840399980545044,1.6714552640914917,0.38429999351501465
7,413.60820960998535,1.6500282287597656,0.38392001390457153,1.6466904878616333,0.3903000056743622
8,410.7310280799866,1.650028109550476,0.3837999999523163,1.6426335573196411,0.391400009393692
9,410.1952922344208,1.6498280763626099,0.3825800120830536,1.6419216394424438,0.3901999890804291
10,411.8376851081848,1.649793267250061,0.38383999466896057,1.6417820453643799,0.3903999924659729
11,410.12929105758667,1.6495416164398193,0.3831999897956848,1.641776204109192,0.39089998602867126
12,410.07545948028564,1.649816870689392,0.3833000063896179,1.64176607131958,0.39070001244544983
13,411.97940826416016,1.6496840715408325,0.3829599916934967,1.6418062448501587,0.390500009059906
14,410.045373916626,1.6497596502304077,0.38363999128341675,1.641791582107544,0.39089998602867126
15,412.26348853111267,1.6502327919006348,0.38354000449180603,1.6417033672332764,0.39079999923706055
16,410.3905990123749,1.6499159336090088,0.38383999466896057,1.641723394393921,0.3905999958515167
17,409.3151936531067,1.6499080657958984,0.3835200071334839,1.6417826414108276,0.3905999958515167
18,409.05167150497437,1.6498539447784424,0.38453999161720276,1.6417627334594727,0.39070001244544983
19,409.5971665382385,1.6499230861663818,0.3840000033378601,1.641690969467163,0.3905999958515167
