epoch,time,loss,accuracy,val_loss,val_accuracy
0,162.103768825531,1.6024383306503296,0.429720014333725,2.8326756954193115,0.22599999606609344
1,154.98654413223267,1.2027815580368042,0.5702000260353088,1.2711642980575562,0.5497999787330627
2,153.92162489891052,1.071516513824463,0.6178200244903564,1.831529140472412,0.4244000017642975
3,154.44536185264587,0.981842577457428,0.6500399708747864,1.8136041164398193,0.4528000056743622
4,153.64807081222534,0.9198893904685974,0.6726800203323364,1.3254215717315674,0.534600019454956
5,154.08239722251892,0.877037525177002,0.6876999735832214,1.174620270729065,0.6039999723434448
6,154.7152190208435,0.8284327387809753,0.7064200043678284,1.2058024406433105,0.5889000296592712
7,154.79795813560486,0.7990222573280334,0.7168599963188171,1.002629041671753,0.6499999761581421
8,161.6120309829712,0.7624495029449463,0.7323399782180786,1.3675040006637573,0.5914999842643738
9,155.40786385536194,0.7373893857002258,0.7395399808883667,1.0962353944778442,0.6362000107765198
10,155.3764932155609,0.711995542049408,0.7493199706077576,1.3094364404678345,0.5882999897003174
11,154.50656700134277,0.6863941550254822,0.7572399973869324,1.9444916248321533,0.5131999850273132
12,154.43640995025635,0.6692829728126526,0.764460027217865,1.0118179321289062,0.6618000268936157
13,154.59660696983337,0.6429237723350525,0.7734000086784363,1.1917827129364014,0.6148999929428101
14,154.1469919681549,0.6262812614440918,0.7805399894714355,1.2509729862213135,0.6284000277519226
15,155.31621503829956,0.6119675636291504,0.785319983959198,1.150617241859436,0.6355999708175659
16,154.42524075508118,0.5964980721473694,0.7919999957084656,1.3137794733047485,0.6381999850273132
17,154.60405611991882,0.5812222361564636,0.7980800271034241,1.0348565578460693,0.6754999756813049
18,154.83949303627014,0.563261866569519,0.8021600246429443,0.8811622262001038,0.7167999744415283
19,154.95960402488708,0.5547472834587097,0.8058800101280212,1.060347557067871,0.6740999817848206
