epoch,time,loss,accuracy,val_loss,val_accuracy
0,147.65679097175598,2.2637546062469482,0.22896000742912292,2.4284000396728516,0.10689999908208847
1,146.82396388053894,1.8070769309997559,0.3443000018596649,2.5397417545318604,0.14669999480247498
2,146.32662892341614,1.6797263622283936,0.38530001044273376,2.580829381942749,0.16249999403953552
3,146.44663310050964,1.605239987373352,0.40762001276016235,2.3526201248168945,0.20720000565052032
4,146.3155369758606,1.5499954223632812,0.42656001448631287,1.7568556070327759,0.3352999985218048
5,438.5351049900055,1.5102132558822632,0.4414199888706207,1.6937097311019897,0.3668999969959259
6,532.7370460033417,1.506577491760254,0.4426400065422058,1.5400543212890625,0.42890000343322754
7,535.8287580013275,1.506255030632019,0.4436799883842468,1.5074448585510254,0.44110000133514404
8,528.8072159290314,1.506427526473999,0.44332000613212585,1.5009441375732422,0.4462999999523163
9,545.5064790248871,1.5062390565872192,0.44308000802993774,1.499688982963562,0.4456000030040741
10,568.795679807663,1.5067996978759766,0.4426800012588501,1.4993308782577515,0.4458000063896179
11,599.6826031208038,1.506390929222107,0.44273999333381653,1.4992752075195312,0.44589999318122864
12,509.9733290672302,1.5059796571731567,0.44363999366760254,1.499251127243042,0.44600000977516174
13,668.8191630840302,1.506007194519043,0.4427199959754944,1.4992809295654297,0.44600000977516174
14,513.6589069366455,1.5062469244003296,0.44266000390052795,1.499173879623413,0.44600000977516174
15,723.7319760322571,1.506521224975586,0.4424799978733063,1.4991862773895264,0.4456999897956848
16,502.8730118274689,1.5069148540496826,0.4427199959754944,1.4991506338119507,0.4462999999523163
17,509.4476799964905,1.5066148042678833,0.4428600072860718,1.499189019203186,0.44600000977516174
18,811.4928479194641,1.5067771673202515,0.4438599944114685,1.4992003440856934,0.44609999656677246
19,508.5267000198364,1.5070998668670654,0.44304001331329346,1.4992225170135498,0.44609999656677246
