epoch,time,loss,accuracy,val_loss,val_accuracy
0,150.95611596107483,2.382578134536743,0.2069000005722046,2.2451083660125732,0.17350000143051147
1,154.14916801452637,2.0238797664642334,0.27799999713897705,1.9833877086639404,0.2854999899864197
2,154.42628693580627,1.9398407936096191,0.30366000533103943,1.9016706943511963,0.3206999897956848
3,154.4949038028717,1.8761287927627563,0.32308000326156616,1.8440113067626953,0.3368000090122223
4,154.21075201034546,1.822087049484253,0.3383600115776062,1.7903339862823486,0.35269999504089355
5,154.38841700553894,1.7755199670791626,0.35293999314308167,1.7648200988769531,0.3573000133037567
6,158.53442096710205,1.735175609588623,0.364439994096756,1.7038495540618896,0.374099999666214
7,154.54237985610962,1.7001152038574219,0.3758600056171417,1.6729130744934082,0.3815999925136566
8,154.12280917167664,1.666849970817566,0.3843599855899811,1.6429779529571533,0.3937000036239624
9,154.20457005500793,1.6392422914505005,0.3951599895954132,1.6137850284576416,0.400299996137619
10,154.60479497909546,1.613029956817627,0.4031200110912323,1.6069552898406982,0.4018999934196472
11,154.26755619049072,1.5900344848632812,0.4117000102996826,1.569960117340088,0.4147999882698059
12,154.16958379745483,1.5690717697143555,0.4199399948120117,1.5652241706848145,0.4174000024795532
13,154.33728098869324,1.5484888553619385,0.4289799928665161,1.5269064903259277,0.4302999973297119
14,154.60342025756836,1.5293513536453247,0.4359399974346161,1.514805793762207,0.4359999895095825
15,154.26898980140686,1.5113450288772583,0.4424999952316284,1.5149697065353394,0.43389999866485596
16,154.31191611289978,1.493852138519287,0.4470599889755249,1.4957263469696045,0.43970000743865967
17,154.06429195404053,1.476463794708252,0.4541400074958801,1.495897650718689,0.44609999656677246
18,154.05535984039307,1.4600752592086792,0.4595800042152405,1.4558628797531128,0.45590001344680786
19,154.22901511192322,1.4449106454849243,0.4664599895477295,1.457257866859436,0.45899999141693115
