epoch,time,loss,accuracy,val_loss,val_accuracy
0,155.92864108085632,3.388164758682251,0.11174000054597855,2.4523589611053467,0.10140000283718109
1,153.76812314987183,2.7594892978668213,0.18002000451087952,2.47562313079834,0.11919999867677689
2,154.8493251800537,2.456801652908325,0.22125999629497528,2.3975744247436523,0.14489999413490295
3,157.38803791999817,2.2557921409606934,0.24240000545978546,2.26430082321167,0.18770000338554382
4,156.92261290550232,2.1216697692871094,0.26015999913215637,2.1392717361450195,0.2160000056028366
5,442.8894200325012,2.0569581985473633,0.2642199993133545,2.0765576362609863,0.24459999799728394
6,531.097489118576,2.0547034740448,0.26409998536109924,2.0584301948547363,0.26080000400543213
7,530.1160070896149,2.055093288421631,0.2650600075721741,2.0533814430236816,0.26589998602867126
8,528.7741141319275,2.055436372756958,0.26467999815940857,2.051921844482422,0.2689000070095062
9,542.3979239463806,2.054960250854492,0.26368001103401184,2.051581621170044,0.2694999873638153
10,575.3228149414062,2.0549447536468506,0.2641800045967102,2.051482677459717,0.2700999975204468
11,590.384911775589,2.05472993850708,0.2646400034427643,2.0513107776641846,0.26980000734329224
12,508.8545470237732,2.0551648139953613,0.26429998874664307,2.051464557647705,0.2703999876976013
13,675.1884880065918,2.0551562309265137,0.2640799880027771,2.0514895915985107,0.2703999876976013
14,512.0046010017395,2.054694652557373,0.2653200030326843,2.0514917373657227,0.2703000009059906
15,716.7164800167084,2.0549488067626953,0.26440000534057617,2.0513744354248047,0.26980000734329224
16,506.8833210468292,2.0548617839813232,0.26524001359939575,2.051281452178955,0.26980000734329224
17,512.4964520931244,2.0550684928894043,0.2630000114440918,2.0513157844543457,0.27000001072883606
18,794.3450980186462,2.0550200939178467,0.2645600140094757,2.05126690864563,0.2702000141143799
19,511.869745016098,2.0547940731048584,0.26534000039100647,2.05130672454834,0.2700999975204468
